"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"119","DAINIK GOLD","MPHIN/2009/30919","10-02-2010","Hindi","Daily","ADIL QURESHI","ADIL QURESHI","Madhya Pradesh","Bhopal","View        registration details for DAINIK GOLD (MPHIN/2009/30919)"
"120","DAINIK GOLD","CHHHIN/2014/54787","25-02-2014","Hindi","Daily","ADIL QURESHI","ADIL QURESHI","Chhattisgarh","Raipur","View        registration details for DAINIK GOLD (CHHHIN/2014/54787)"
"121","DAINIK HAWK","UTTHIN/2001/03681","29-12-2000","HINDI","Daily","RACHNA   KAPOOR","RACHNA KAPOOR","Uttarakhand","Haridwar","View        registration details for DAINIK HAWK (UTTHIN/2001/03681)"
"122","DAINIK HAWK","UPHIN/2003/09935","26-05-2003","HINDI","Daily","RACHNA  KAPOOR","RACHNA KAPOOR","Uttar Pradesh","Saharanpur","View        registration details for DAINIK HAWK (UPHIN/2003/09935)"
"123","DAINIK HERALD","GOAMAR/2013/49899","23-05-2013","Marathi","Daily","walter Ligorio Dsousa","HERALD PUBLICATIONS PVT.LTD","Goa","North Goa","View        registration details for DAINIK HERALD (GOAMAR/2013/49899)"
"124","DAINIK JAGRAN","UTTHIN/2003/08916","31-12-2002","Hindi","Daily","Dhirendra Mohan Gupta","JAGRAN PRAKASHAN LTD","Uttarakhand","Dehradun","View        registration details for DAINIK JAGRAN (UTTHIN/2003/08916)"
"125","DAINIK JAGRAN","JKHIN/2005/18148","21-12-2006","Hindi","Daily","ABHIMANYU SHARMA","JAGRAN PRAKSHAN LTD.","Jammu and Kashmir","Jammu","View        registration details for DAINIK JAGRAN (JKHIN/2005/18148)"
"126","DAINIK JAGRAN","JHAHIN/2003/09351","06-02-2003","Hindi","Daily","Anand Tripathi","JAGRAN PRAKASHAN LTD","Jharkhand","Ranchi","View        registration details for DAINIK JAGRAN (JHAHIN/2003/09351)"
"127","DAINIK JAGRAN","48020","11-09-1989","Hindi","Daily","Mudit Chaturvedi","JAGRAN PRAKASHAN LTD","Uttar Pradesh","Bareilly","View        registration details for DAINIK JAGRAN (48020)"
"128","DAINIK JAGRAN","50755","12-10-1992","Hindi","Daily","NEETENDRA SRIVASTAVA","JAGRAN PRAKASHAN LTD","Delhi","New Delhi","View        registration details for DAINIK JAGRAN (50755)"
"129","DAINIK JAGRAN","UPHIN/2013/53915","06-01-2014","Hindi","Daily","Mudit Chaturvedi","JAGRAN PRAKASHAN LTD","Uttar Pradesh","Moradabad","View        registration details for DAINIK JAGRAN (UPHIN/2013/53915)"
"130","DAINIK JAGRAN","UPHIN/2013/53914","06-01-2014","Hindi","Daily","Dhirendra Mohan Gupta","JAGRAN PRAKASHAN LTD","Uttar Pradesh","Aligarh","View        registration details for DAINIK JAGRAN (UPHIN/2013/53914)"
"131","DAINIK JAGRAN","UPHIN/2013/53913","06-01-2014","Hindi","Daily","MANISH CHATURVEDI","JAGRAN PRAKASHAN LTD","Uttar Pradesh","Prayagraj","View        registration details for DAINIK JAGRAN (UPHIN/2013/53913)"
"132","DAINIK JAGRAN","BIHHIN/2000/03097","03-04-2000","Hindi","Daily","Anand Tripathi","JAGRAN PRAKASHAN LIMITED","Bihar","Patna","View        registration details for DAINIK JAGRAN (BIHHIN/2000/03097)"
"133","DAINIK JAGRAN","HARHIN/2007/23400","24-03-2008","Hindi","Daily","RAHUL MITTAL","JAGRAN PRAKASHAN LTD","Haryana","Panipat","View        registration details for DAINIK JAGRAN (HARHIN/2007/23400)"
"134","DAINIK JAGRAN","35497","01-04-1989","Hindi","Daily","ANKUR CHADDHA","JAGRAN PRAKASHAN LTD","Uttar Pradesh","Varanasi","View        registration details for DAINIK JAGRAN (35497)"
"135","DAINIK JAGRAN","CHAHIN/2013/50629","01-07-2013","Hindi","Daily","NEERAJ SHARMA","JAGRAN PRAKASHAN LTD","Chandigarh","Chandigarh","View        registration details for DAINIK JAGRAN (CHAHIN/2013/50629)"
"136","DAINIK JAGRAN","43236","03-05-1985","Hindi","Daily","Dhirendra Mohan Gupta","JAGRAN PRAKASHAN LTD","Uttar Pradesh","Meerut","View        registration details for DAINIK JAGRAN (43236)"
"137","DAINIK JAGRAN","PUNHIN/2006/20089","11-06-2007","Hindi","Daily","NEERAJ SHARMA","JAGRAN PRAKASHAN LTD","Punjab","Ludhiana","View        registration details for DAINIK JAGRAN (PUNHIN/2006/20089)"
"138","DAINIK JAGRAN","BIHHIN/2012/47184","28-12-2012","Hindi","Daily","Anand Tripathi","JAGRAN PRAKASHAN LTD","Bihar","Muzaffarpur","View        registration details for DAINIK JAGRAN (BIHHIN/2012/47184)"
"139","DAINIK JAGRAN","HARHIN/2007/22609","16-01-2008","Hindi","Daily","RAHUL MITTAL","JAGRAN PRAKASHAN LTD","Haryana","Hisar","View        registration details for DAINIK JAGRAN (HARHIN/2007/22609)"
"140","DAINIK JAGRAN","PUNHIN/2006/20104","12-06-2007","Hindi","Daily","NEERAJ SHARMA","JAGRAN PRAKASHAN LTD","Punjab","Amritsar","View        registration details for DAINIK JAGRAN (PUNHIN/2006/20104)"
"141","DAINIK JAGRAN","1573","16-12-1957","Hindi","Daily","RAJIV MOHAN GUPTA","GURU DEV GUPTA","Madhya Pradesh","Bhopal","View        registration details for DAINIK JAGRAN (1573)"
"142","DAINIK JAGRAN","HARHIN/2016/68332","12-08-2016","Hindi","Daily","NEETENDRA SRIVASTAVA","JAGRAN PRAKASHAN LTD","Haryana","Gurugram","View        registration details for DAINIK JAGRAN (HARHIN/2016/68332)"
"143","DAINIK JAGRAN","UPHIN/2014/65338","22-12-2015","Hindi","Daily","NEETENDRA SRIVASTAVA","JAGRAN PRAKASHAN LTD","Uttar Pradesh","Banda","View        registration details for DAINIK JAGRAN (UPHIN/2014/65338)"
"144","DAINIK JAGRAN","HARHIN/2017/72836","28-07-2017","Hindi","Daily","NEETENDRA SRIVASTAVA","JAGRAN PRAKASHAN LIMITED","Haryana","Rewari","View        registration details for DAINIK JAGRAN (HARHIN/2017/72836)"
"145","DAINIK JAGRAN","JHAHIN/2012/51088","26-07-2013","Hindi","Daily","Anand Tripathi","JAGRAN PRAKASHAN LTD","Jharkhand","Saraikela-Kharsawan","View        registration details for DAINIK JAGRAN (JHAHIN/2012/51088)"
"146","DAINIK JAGRAN","BIHHIN/2014/59856","28-01-2015","Hindi","Daily","ANAND TRIPATHI","JAGRAN PRAKASHAN LTD","Bihar","Gaya","View        registration details for DAINIK JAGRAN (BIHHIN/2014/59856)"
"147","DAINIK JAGRAN","HARHIN/2014/58923","12-12-2014","Hindi","Daily","MUDIT CHATURVEDI","JAGRAN PRAKASHAN LTD","Haryana","Rohtak","View        registration details for DAINIK JAGRAN (HARHIN/2014/58923)"
"148","DAINIK JAGRAN","JHAHIN/2012/51064","23-07-2013","Hindi","Daily","ANAND TRIPATHI","JAGRAN PRAKASHAN LTD","Jharkhand","Dhanbad","View        registration details for DAINIK JAGRAN (JHAHIN/2012/51064)"
"149","DAINIK JAGRAN","WBHIN/2012/49293","18-04-2013","Hindi","Daily","ANAND TRIPATHI","JAGRAN PRAKASHAN LTD","West Bengal","West Bengal","View        registration details for DAINIK JAGRAN (WBHIN/2012/49293)"
"150","DAINIK JAGRAN","UTTHIN/2012/48865","26-03-2013","Hindi","Daily","DHIRENDRA MOHAN GUPTA","JAGRAN PRAKASHAN LTD","Uttarakhand","Nainital","View        registration details for DAINIK JAGRAN (UTTHIN/2012/48865)"
"151","DAINIK JAGRAN","WBHIN/2012/46113","30-10-2012","Hindi","Daily","ANAND TRIPATHI","JAGRAN PRAKASHAN LTD","West Bengal","Kolkata","View        registration details for DAINIK JAGRAN (WBHIN/2012/46113)"
"152","DAINIK JAGRAN","2018","04-03-1957","Hindi","Daily","PAVAN KUMAR BOHARAE","DAILY JAGRAN L.L.P.","Uttar Pradesh","Jhansi","View        registration details for DAINIK JAGRAN (2018)"
"153","DAINIK JAGRAN","BIHHIN/2012/47189","28-12-2012","Hindi","Daily","ANAND TRIPATHI","JAGRAN PRAKASHAN LTD","Bihar","Bhagalpur","View        registration details for DAINIK JAGRAN (BIHHIN/2012/47189)"
"154","DAINIK JAGRAN","26729","01-01-1975","Hindi","Daily","SUNIL KUMAR LADDHU","JAGRAN PRAKASHAN LTD","Uttar Pradesh","Gorakhpur","View        registration details for DAINIK JAGRAN  (26729)"
"155","DAINIK JAGRAN","1505","03-08-1953","Hindi","Daily","GYANSWARUP GUPTA","GYAN SWAROOP GUPTA","Madhya Pradesh","Rewa","View        registration details for DAINIK JAGRAN  (1505)"
"156","DAINIK JAGRAN","2017","12-09-1990","Hindi","Daily","NEETENDRA SRIVASTAVA","JAGRAN PRAKASHAN LTD","Uttar Pradesh","Kanpur Nagar","View        registration details for DAINIK JAGRAN  (2017)"
"157","DAINIK JAGRAN","PUNHIN/1999/00221","12-10-1999","Hindi","Daily","NEERAJ SHARMA","JAGRAN PRAKASHAN LTD","Punjab","Jalandhar","View        registration details for DAINIK JAGRAN  (PUNHIN/1999/00221)"
"158","DAINIK JAGRAN","HPHIN/2005/18415","15-01-2007","Hindi","Daily","RANDIP SINGH","JAGRAN PRAKASHAN  LTD","Himachal Pradesh","Kangra","View        registration details for DAINIK JAGRAN  (HPHIN/2005/18415)"
"159","DAINIK JAGRAN RASHTRIYA SANSKARAN","DELHIN/2017/74721","15-02-2018","Hindi","Daily","NEETENDRA SRIVASTAVA","JAGRAN PRAKASHAN LTD","Delhi","New Delhi","View        registration details for DAINIK JAGRAN RASHTRIYA SANSKARAN (DELHIN/2017/74721)"
"160","DAINIK JAN BHARTI PRAHARI","47621","25-09-1987","Hindi","Daily","NA","NEERAJ KUMAR AGGARWAL","","","View        registration details for DAINIK JAN BHARTI PRAHARI (47621)"
"161","DAINIK JAN JAN PUKAR","64471","17-06-1993","Hindi","Daily","DEVENDRA PUROHIT","DEVENDRA PUROHIT","Madhya Pradesh","Sagar","View        registration details for DAINIK JAN JAN PUKAR (64471)"
"162","Dainik Janatar Barta","TRBEN/25/A3248","15-10-2025","Bengali","Once In 19 Days","Araber Rahaman","Araber Rahaman","Tripura","Gomati","View        registration details for Dainik Janatar Barta (TRBEN/25/A3248)"
"163","DAINIK JANBODH","38192","19-08-1982","Hindi","Daily","L .N. VERMA","L.N.VERMA","Madhya Pradesh","Shahdol","View        registration details for DAINIK JANBODH (38192)"
"164","DAINIK JANJGIR CHAMPA SAMACHAR","CHHHIN/2023/88490","22-08-2024","HINDI","Daily","YOGESH KUMAR  PANDEY","YOGESH KUMAR  PANDEY","Chhattisgarh","Janjgir - Champa","View        registration details for DAINIK JANJGIR CHAMPA SAMACHAR (CHHHIN/2023/88490)"
"165","DAINIK JANSPARSH","UPHIN/2024/90236","28-11-2024","HINDI","Daily","SHISHIR KUMAR SRIVASTAV","SHISHIR KUMAR SRIVASTAV","Uttar Pradesh","Gorakhpur","View        registration details for DAINIK JANSPARSH (UPHIN/2024/90236)"
"166","DAINIK JANTANTRA","36378","11-07-1980","Hindi","Daily","MAHENDRA PRATAP SINGH","MAHENDRA PRATAP SINGH","Uttar Pradesh","Mainpuri","View        registration details for DAINIK JANTANTRA (36378)"
"167","DAINIK JUGASANKHA","ASSBEN/2008/27146","23-02-2009","Bengali","Daily","SHRI SANJIB NANDI","SANKHA PRESS PVT. LTD.","Assam","Dibrugarh","View        registration details for DAINIK JUGASANKHA (ASSBEN/2008/27146)"
"168","DAINIK JUGASANKHA","27025","13-02-1973","Bengali","Daily","MONOJ KUMAR NATH","SANKHA PRESS PVT. LTD.","Assam","Kamrup","View        registration details for DAINIK JUGASANKHA (27025)"
"169","DAINIK KA INSAF","MPHIN/2011/38438","02-08-2011","Hindi","Daily","SHAHNAWAZ","SHAHNAWAZ","Madhya Pradesh","Bhopal","View        registration details for DAINIK KA INSAF (MPHIN/2011/38438)"
"170","DAINIK KARMATH","UPHIN/2015/63478","29-07-2015","Hindi","Daily","RAM PRASAD NISHAD","RAM PRASAD NISHAD","Uttar Pradesh","Prayagraj","View        registration details for DAINIK KARMATH (UPHIN/2015/63478)"
"171","DAINIK KASTAKAR PUTRA","MHMAR/25/A1505","02-07-2025","Marathi","Daily","Manish Virendra Jagtap","Manish Virendra Jagtap","Maharashtra","Amravati","View        registration details for DAINIK KASTAKAR PUTRA (MHMAR/25/A1505)"
"172","DAINIK KHABAR SANCHAR","MPHIN/2023/89776","22-10-2024","HINDI","Daily","VINOD KUMAR KAHAR","VINOD KUMAR KAHAR","Madhya Pradesh","Chhindwara","View        registration details for DAINIK KHABAR SANCHAR (MPHIN/2023/89776)"
"173","DAINIK KOKAN PRADESH NEWS","MAHMAR/2023/89166","25-09-2024","MARATHI","Daily","FIROJA FIROJ PINJARI","FIROJA FIROJ PINJARI","Maharashtra","Raigad","View        registration details for DAINIK KOKAN PRADESH NEWS (MAHMAR/2023/89166)"
"174","DAINIK LOKANKIT","MAHMAR/2017/74482","22-01-2018","Marathi","Daily","SANJAY TRIMBAK PAWAR","SANJAY TRIMBAK PAWAR","Maharashtra","Mumbai Suburban","View        registration details for DAINIK LOKANKIT (MAHMAR/2017/74482)"
"175","DAINIK LOKMAT","69866","08-10-1998","Marathi","Daily","NANASAHEB SOPANRAO PATIL","M/S PRITHVI PRAKASHAN LTD.","Maharashtra","Sangli","View        registration details for DAINIK LOKMAT (69866)"
"176","DAINIK LOKMAT","69867","09-10-1998","Marathi","Daily","NANASAHEB SOPANRAO PATIL","M/S PRITHVI PRAKASHAN LTD.","Maharashtra","Sangli","View        registration details for DAINIK LOKMAT (69867)"
"177","DAINIK LOKSHAHI SANDESH","MAHMAR/2023/88783","04-09-2024","MARATHI","Daily","PANKAJ LILADHAR MESHRAM","PANKAJ LILADHAR MESHRAM","Maharashtra","Amravati","View        registration details for DAINIK LOKSHAHI SANDESH (MAHMAR/2023/88783)"
"178","DAINIK LOKSHAURYA","MHMAR/25/A3626","30-10-2025","Marathi","Weekly","PRATAP BHAGWANTRAO GAWAI","PRATAP BHAGWANTRAO GAWAI","Maharashtra","Amravati","View        registration details for DAINIK LOKSHAURYA (MHMAR/25/A3626)"
"179","DAINIK MADHYA DESH","20236","24-01-1970","Hindi","Daily","INDRA NATH DUBEY","INDRA NATH DUBEY","Uttar Pradesh","Jhansi","View        registration details for DAINIK MADHYA DESH (20236)"
"180","DAINIK MADHYA PRADESH","7602","14-11-1961","Hindi","Daily","CHANDRA DARSHAN GOUR","CHANDRA DARSHAN GOUR","Madhya Pradesh","Katni","View        registration details for DAINIK MADHYA PRADESH (7602)"
"181","DAINIK MADHYADESH","13015","22-10-1996","Hindi","Daily","DWARIKA PD MISHRA","SHRI VISHWANATH SHARMA","Madhya Pradesh","Bhopal","View        registration details for DAINIK MADHYADESH (13015)"
"182","DAINIK MAHABHOOMI","MAHMAR/2023/89148","24-09-2024","MARATHI","Daily","SURESH BABURAO DEOKAR","SURESH BABURAO DEOKAR","Maharashtra","","View        registration details for DAINIK MAHABHOOMI (MAHMAR/2023/89148)"
"183","DAINIK MAHALAXMI BHAGYODAY","49179","01-01-1989","Hindi","Daily","PRAVEEN KUMAR JAIN","BAHUBALI EXPRESSION PVT. LTD.","Delhi","New Delhi","View        registration details for DAINIK MAHALAXMI BHAGYODAY (49179)"
"184","DAINIK MAHANEWS","MAHMAR/2021/82465","19-10-2022","Marathi","Daily","SARTHAK MAHENDRA KHADEKAR","SARTHAK MAHENDRA KHADEKAR","Maharashtra","Amravati","View        registration details for DAINIK MAHANEWS (MAHMAR/2021/82465)"
"185","DAINIK MATMATANTAR","MPHIN/2000/03414","26-02-2001","Hindi","Daily","BALWANT DHOTE","BALWANT DHOTE","Madhya Pradesh","Betul","View        registration details for DAINIK MATMATANTAR (MPHIN/2000/03414)"
"186","DAINIK MIRMERAY","SIKNEP/2006/17646","09-10-2006","Nepali","Daily","KISHORE MOKTAN","KISHORE MOKTAN","Sikkim","Pakyong","View        registration details for DAINIK MIRMERAY (SIKNEP/2006/17646)"
"187","DAINIK NARAD DARPAN","MPHIN/2022/84002","04-05-2023","Hindi","Daily","GHANSHYAM SHARMA","GHANSHYAM SHARMA","Madhya Pradesh","Ujjain","View        registration details for DAINIK NARAD DARPAN (MPHIN/2022/84002)"
"188","DAINIK NAVAJYOTI","38177","27-07-1981","Hindi","Daily","NAVAJYOTI PRINTING PRESS PVT LTD","NAVAJYOTI  PRINTING PRESS PVT. LTD.","Rajasthan","Kota","View        registration details for DAINIK NAVAJYOTI (38177)"
"189","DAINIK NAVAJYOTI","6624","07-10-1960","Hindi","Daily","DEEN BANDHU CHAUDHARY","NAVAJYOTI  PRINTING  PRESS PRIVATE LIMITED","Rajasthan","Jaipur","View        registration details for DAINIK NAVAJYOTI (6624)"
"190","DAINIK NAVAJYOTI","RAJHIN/2013/54524","06-02-2014","Hindi","Daily","DEEN BANDHU CHAUDHARY","NAVAJYOTI  PRINTING PRESS PVT. LTD.","Rajasthan","Udaipur","View        registration details for DAINIK NAVAJYOTI (RAJHIN/2013/54524)"
"191","DAINIK NAVAJYOTI","3575","01-01-1957","Hindi","Daily","DEEN BANDHU CHAUDHARY","NAVJYOTI  PRINTING  PRESS  PRIVATE LIMITED","Rajasthan","Ajmer","View        registration details for DAINIK NAVAJYOTI (3575)"
"192","DAINIK NAVAJYOTI","RAJHIN/2004/12563","05-04-2004","Hindi","Daily","DEEN BANDHU CHAUDHARY","NAVAJYOTI  PRINTING PRESS PVT. LTD.","Rajasthan","Jodhpur","View        registration details for DAINIK NAVAJYOTI (RAJHIN/2004/12563)"
"193","DAINIK NAVNEET EXPRESS","UPHIN/2021/84495","26-05-2023","Hindi","Daily","MAHENDRA TIWARI","MAHENDRA TIWARI","Uttar Pradesh","Jhansi","View        registration details for DAINIK NAVNEET EXPRESS (UPHIN/2021/84495)"
"194","DAINIK NIRMAL VIDARBHA","MHMAR/25/A1952","25-07-2025","Marathi","Daily","ARUN MAHADEORAO RAUT","ARUN MAHADEORAO RAUT","Maharashtra","Washim","View        registration details for DAINIK NIRMAL VIDARBHA (MHMAR/25/A1952)"
"195","DAINIK NISHPAKSH VARTA","UPHIN/25/A2195","14-08-2025","Hindi","Daily","LAL BAHADUR SINGH","LAL BAHADUR SINGH","Uttar Pradesh","Jalaun","View        registration details for DAINIK NISHPAKSH VARTA (UPHIN/25/A2195)"
"196","DAINIK NYAY MARG","BIHHIN/2013/57074","08-09-2014","Hindi","Daily","PRABHUNATH KUMAR AZAD BHARTIYA","PRATIK RAJ PRERNA PUBLICATION PVT.LTD","Bihar","Patna","View        registration details for DAINIK NYAY MARG (BIHHIN/2013/57074)"
"197","DAINIK PANCHMAKAR SAMACHAAR","MPHIN/2023/87563","19-06-2024","HINDI","Weekly","UPENDRA SINGH TOMAR","UPENDRA SINGH TOMAR","Madhya Pradesh","","View        registration details for DAINIK PANCHMAKAR SAMACHAAR (MPHIN/2023/87563)"
"198","DAINIK PANTHER SANDESH","MAHMAR/2023/87491","12-06-2024","MARATHI","Daily","DADASAHEB P B KHADSE","DADASAHEB P B KHADSE","Maharashtra","","View        registration details for DAINIK PANTHER SANDESH (MAHMAR/2023/87491)"
"199","DAINIK PARIVESH","UPHIN/2023/84085","02-05-2023","Hindi","Daily","SHAILENDRA SINGH","SHAILENDRA SINGH","Uttar Pradesh","Kanpur Nagar","View        registration details for DAINIK PARIVESH (UPHIN/2023/84085)"
"200","DAINIK PRALAYANKAR","UPHIN/2002/06733","17-04-2002","Hindi","Daily","DINESH KUMAR GOYAL","DINESH KUMAR GOEL","Uttar Pradesh","Uttar Pradesh","View        registration details for DAINIK PRALAYANKAR (UPHIN/2002/06733)"
"201","DAINIK PRALAYANKAR","40234","01-01-1984","Hindi","Daily","DINESH KUMAR GOEL","DINESH KUMAR GOEL","Uttar Pradesh","Ghaziabad","View        registration details for DAINIK PRALAYANKAR (40234)"
"202","DAINIK PRESS SANGHARSH","68855","06-11-1997","Hindi","Daily","NARENDRA GOYAL","NARENDRA GOYAL","Delhi","New Delhi","View        registration details for DAINIK PRESS SANGHARSH (68855)"
"203","DAINIK PUNJAB UPDATES","PUNHIN/2023/88627","21-08-2024","HINDI","Daily","RAJINDER PAL","RAJINDER PAL","Punjab","Firozpur","View        registration details for DAINIK PUNJAB UPDATES (PUNHIN/2023/88627)"
"204","DAINIK PURVODAY","ASSHIN/2005/14858","24-06-2005","Hindi","Daily","SANJAY KUMAR KEDIA","PURVODAY PUBLICATION PVT. LTD","Assam","Kamrup","View        registration details for DAINIK PURVODAY (ASSHIN/2005/14858)"
"205","DAINIK PURVODAY","ASSHIN/2005/15313","27-06-2005","Hindi","Daily","SRI MANOJ BERIA","PURVODAY PUBLICATUION PVT. LTD","Assam","Jorhat","View        registration details for DAINIK PURVODAY (ASSHIN/2005/15313)"
"206","DAINIK RAHI","7589","21-01-1962","Hindi","Daily","GHANSHYAM DAS PANKAJ","GHANSHYAM DAS PANKAJ","Madhya Pradesh","Sagar","View        registration details for DAINIK RAHI (7589)"
"207","DAINIK RAISEN HALCHAL","MPHIN/2022/83631","27-03-2023","Hindi","Daily","HIMANSHU SHRIVASTAV","HIMANSHU SHRIVASTAV","Madhya Pradesh","Raisen","View        registration details for DAINIK RAISEN HALCHAL (MPHIN/2022/83631)"
"208","DAINIK RAJYA TIMES","MPHIN/2001/05043","02-06-2001","Hindi","Monthly","SAYED SOHAIL ALI","SAYYED SOHAIL ALI","Madhya Pradesh","Bhopal","View        registration details for DAINIK RAJYA TIMES (MPHIN/2001/05043)"
"209","DAINIK RASHTRA VANDAN","MAHMAR/2021/82568","21-10-2022","Marathi","Daily","RUSHIKESH SUNIL HARAMKAR","RUSHIKESH SUNIL HARAMKAR","Maharashtra","Amravati","View        registration details for DAINIK RASHTRA VANDAN (MAHMAR/2021/82568)"
"210","DAINIK RASHTRABODH","JHAHIN/2016/67349","03-06-2016","Hindi","Daily","ARVIND KUMAR PANDEY","RAVINDRA SHUKLA","Jharkhand","Ranchi","View        registration details for DAINIK RASHTRABODH (JHAHIN/2016/67349)"
"211","DAINIK RASHTRABODH","UPHIN/2003/10042","07-05-2003","Hindi","Daily","RAVINDRA SUKLA","RAVINDRA SUKLA","Uttar Pradesh","Jhansi","View        registration details for DAINIK RASHTRABODH (UPHIN/2003/10042)"
"212","DAINIK RASHTRABODH","MPHIN/2003/13354","05-08-2003","Hindi","Daily","RAVINDRA SUKLA","RAVINDRA SUKLA","Madhya Pradesh","Bhopal","View        registration details for DAINIK RASHTRABODH (MPHIN/2003/13354)"
"213","DAINIK ROSHAN SAMACHAR","MPHIN/2021/82512","20-10-2022","Hindi","Daily","ROSHAN JAIN","ROSHAN JAIN","Madhya Pradesh","Gwalior","View        registration details for DAINIK ROSHAN SAMACHAR (MPHIN/2021/82512)"
"214","DAINIK SAB PAR NAZAR","UPHIN/2023/86749","28-03-2024","Hindi","Daily","ARCHANA DEVI","ARCHANA DEVI","Uttar Pradesh","Prayagraj","View        registration details for DAINIK SAB PAR NAZAR (UPHIN/2023/86749)"
"215","dainik sach samachar","MPHIN/25/A2700","19-09-2025","Hindi","Daily","Uzma Sikandar","Uzma Sikandar","Madhya Pradesh","Bhopal","View        registration details for dainik sach samachar (MPHIN/25/A2700)"
"216","DAINIK SAMACHAR","DELHIN/2015/61584","27-04-2015","Hindi","Daily","JAGDISH SINGH SHIKARWAR","GROUP MEDIA PVT. LTD.","Delhi","New Delhi","View        registration details for DAINIK SAMACHAR (DELHIN/2015/61584)"
"217","DAINIK SAMACHAR SECRETARY","52187","23-08-1991","Hindi","Daily","KRISHNA NAND SHASTRI","KRISHNA NAND SHASTRI","Madhya Pradesh","Bhopal","View        registration details for DAINIK SAMACHAR SECRETARY (52187)"
"218","DAINIK SAMANYA KARYAKARTA","MHMAR/25/A0624","29-05-2025","Marathi","Daily","rohit shashidharrao gase","rohit shashidharrao gase","Maharashtra","Amravati","View        registration details for DAINIK SAMANYA KARYAKARTA (MHMAR/25/A0624)"
"219","DAINIK SAMBAD","18059","01-04-1969","Bengali","Daily","MIHIR GUPTA","BHUPENDRA CHANDRA DATTA BHAUMIK TRUST","Tripura","West Tripura","View        registration details for DAINIK SAMBAD (18059)"
"220","DAINIK SAMPARK","MPHIN/25/A2002","29-07-2025","Hindi","Daily","ABHISHEK PUROHIT","ABHISHEK PUROHIT","Madhya Pradesh","Bhopal","View        registration details for DAINIK SAMPARK (MPHIN/25/A2002)"
"221","DAINIK SAMRAT","RJHIN/25/A1928","24-07-2025","Hindi","Daily","Umesh Kumar Sharma","Umesh Kumar Sharma","Rajasthan","Jaipur","View        registration details for DAINIK SAMRAT (RJHIN/25/A1928)"
"222","DAINIK SANDHYA PRAKASH","22296","05-04-1971","Hindi","Daily","BHARAT PATEL","BHARAT PATEL","Madhya Pradesh","Bhopal","View        registration details for DAINIK SANDHYA PRAKASH (22296)"
"223","DAINIK SANDHYA PRAKASH","MPHIN/2013/52449","07-10-2013","Hindi","Daily","BHARAT PATEL","BHARAT PATEL","Madhya Pradesh","Gwalior","View        registration details for DAINIK SANDHYA PRAKASH (MPHIN/2013/52449)"
"224","DAINIK SANDHYA PRAKASH","MPHIN/2016/66907","04-05-2016","Hindi","Daily","BHARAT PATEL","BHARAT PATEL","Madhya Pradesh","Ujjain","View        registration details for DAINIK SANDHYA PRAKASH (MPHIN/2016/66907)"
"225","DAINIK SANGOLA CHAUFAIR","MAHMAR/2023/89451","10-10-2024","MARATHI","Daily","JAGANNATH TAUKARAM SATHE","SHRI.JAGANNATH TUKARAM SATHE","Maharashtra","Solapur","View        registration details for DAINIK SANGOLA CHAUFAIR (MAHMAR/2023/89451)"
"226","DAINIK SANGRAHALAYA","UPHIN/2023/84118","03-05-2023","Hindi","Daily","SAURABH RAJWANSHI","SAURABH RAJWANSHI","Uttar Pradesh","Lucknow","View        registration details for DAINIK SANGRAHALAYA (UPHIN/2023/84118)"
"227","DAINIK SANGRAM","TRBEN/25/A0334","22-05-2025","Bengali","Daily","BEAUTI SARKAR","BEAUTI SARKAR","Tripura","West Tripura","View        registration details for DAINIK SANGRAM (TRBEN/25/A0334)"
"228","DAINIK SANJHA LOKTANTRA","MPHIN/2022/87722","01-07-2024","HINDI","Daily","PANKAJ CHOUHAN","PANKAJ CHOUHAN","Madhya Pradesh","","View        registration details for DAINIK SANJHA LOKTANTRA (MPHIN/2022/87722)"
"229","DAINIK SANYUKT LAHER","MPHIN/2023/90392","27-12-2024","HINDI","Daily","SUNIL KUMAR YADAV","SUNIL KUMAR YADAV","Madhya Pradesh","Indore","View        registration details for DAINIK SANYUKT LAHER (MPHIN/2023/90392)"
"230","Dainik Saunja","BHHIN/25/A0077","02-04-2025","Hindi","Daily","Abhishek Kumar","Abhishek Kumar","Bihar","Rohtas","View        registration details for Dainik Saunja (BHHIN/25/A0077)"
"231","DAINIK SAVERA","UPHIN/2004/13944","12-10-2004","Hindi","Daily","KUMUDESH CHANDRA","JITENDRA PRATAP SINGH","Uttar Pradesh","Agra","View        registration details for DAINIK SAVERA (UPHIN/2004/13944)"
"232","DAINIK SAVERA TIMES","HPHIN/2013/52281","25-09-2013","Hindi","Daily","SHITAL KUMAR VIJ","SHITAL KUMAR VIJ","Himachal Pradesh","Shimla","View        registration details for DAINIK SAVERA TIMES (HPHIN/2013/52281)"
"233","DAINIK SAVERA TIMES","HARHIN/2013/54053","15-01-2014","Hindi","Daily","SHITAL KUMAR VIJ","SHITAL KUMAR VIJ","Haryana","Ambala","View        registration details for DAINIK SAVERA TIMES (HARHIN/2013/54053)"
"234","DAINIK SAVERA TIMES","JKHIN/2014/58498","25-11-2014","Hindi","Daily","SHITAL KUMAR VIJ","SHITAL KUMAR VIJ","Jammu and Kashmir","Jammu","View        registration details for DAINIK SAVERA TIMES (JKHIN/2014/58498)"
