"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"116","HINDUSTAN JYOTHI","APURD/2010/35557","02-02-2011","Urdu","Daily","SYED IBRAHIM KAFEEL","SYED IBRAHIM KAFEEL","Andhra Pradesh","Hyderabad","View        registration details for HINDUSTAN JYOTHI (APURD/2010/35557)"
"117","HINDUSTAN KA ITIHAS","UPHIN/2012/42725","30-05-2012","Hindi","Daily","KRISHNA KUMAR","KRISHAN KUMAR","Uttar Pradesh","Kanpur Nagar","View        registration details for HINDUSTAN KA ITIHAS (UPHIN/2012/42725)"
"118","HINDUSTAN KA KHWAB","BIHURD/2014/56778","28-08-2014","Urdu","Daily","KUMKUM KUMARI","KUMKUM KUMARI","Bihar","Patna","View        registration details for HINDUSTAN KA KHWAB (BIHURD/2014/56778)"
"119","HINDUSTAN KA PARCHAM","MPHIN/2016/70772","09-03-2017","Hindi","Monthly","ABDUL FARID","ABDUL FARID","Madhya Pradesh","Bhopal","View        registration details for HINDUSTAN KA PARCHAM (MPHIN/2016/70772)"
"120","HINDUSTAN KA PRATIK","BIHHIN/2015/62586","12-06-2015","Hindi","Daily","MOHAMMAD GAUHAR","MOHAMMAD GAUHAR","Bihar","Patna","View        registration details for HINDUSTAN KA PRATIK (BIHHIN/2015/62586)"
"121","HINDUSTAN KA PRATIK","DELHIN/2023/88640","21-08-2024","HINDI","Daily","MOHAMMAD GAUHAR","MOHAMMAD GAUHAR","Delhi","New Delhi","View        registration details for HINDUSTAN KA PRATIK (DELHIN/2023/88640)"
"122","HINDUSTAN KA SWAROOP","40287","18-11-1982","Hindi","Daily","KASHI NATH DWIVEDI","KASHI NATH DWIVEDI","Uttar Pradesh","Deoria","View        registration details for HINDUSTAN KA SWAROOP (40287)"
"123","HINDUSTAN KA SWARUP","23459","15-03-1972","Hindi","Weekly","KASHI NATH DIWEDI","BRAHMANAND SAXENA","Uttar Pradesh","Deoria","View        registration details for HINDUSTAN KA SWARUP (23459)"
"124","HINDUSTAN KAL TAK","GUJHIN/2014/57095","09-09-2014","Hindi","Daily","MANJIT SINGH","SACHIN JAIN","Gujarat","Ahmedabad","View        registration details for HINDUSTAN KAL TAK (GUJHIN/2014/57095)"
"125","HINDUSTAN KAL TAK","UPHIN/2013/52887","31-10-2013","Hindi","Daily","MANJIT SINGH","SACHIN JAIN","Uttar Pradesh","Ghaziabad","View        registration details for HINDUSTAN KAL TAK (UPHIN/2013/52887)"
"126","HINDUSTAN KAL TAK","UPHIN/2014/55389","22-04-2014","Hindi","Daily","MANJIT SINGH","SACHIN JAIN","Uttar Pradesh","Lucknow","View        registration details for HINDUSTAN KAL TAK (UPHIN/2014/55389)"
"127","HINDUSTAN KAL TAK","DELHIN/2005/15619","15-09-2005","Hindi","Daily","MANJIT SINGH","SACHIN JAIN","Delhi","New Delhi","View        registration details for HINDUSTAN KAL TAK (DELHIN/2005/15619)"
"128","HINDUSTAN KAL TAK","UTTHIN/2012/42976","15-06-2012","Hindi","Daily","MANJIT SINGH","SACHIN JAIN","Uttarakhand","Dehradun","View        registration details for HINDUSTAN KAL TAK (UTTHIN/2012/42976)"
"129","HINDUSTAN KE AMAN KA ELAAN","MAHHIN/2000/07736","16-09-2000","Hindi","Weekly","SAYYED MOINUDDIN BADESAHAB","SAYYED MOINUDDIN BADESAHAB","Maharashtra","Latur","View        registration details for HINDUSTAN KE AMAN KA ELAAN (MAHHIN/2000/07736)"
"130","HINDUSTAN KEE JAAN","RAJHIN/2023/87050","26-04-2024","Hindi","Daily","KULDEEP RAV","KULDEEP RAV","Rajasthan","Churu","View        registration details for HINDUSTAN KEE JAAN (RAJHIN/2023/87050)"
"131","HINDUSTAN KI AAWAJ","MAHHIN/2002/09999","22-07-2002","Hindi","Monthly","MUKIM M.SHAIKH","MUKIM M.SHAIKH","Maharashtra","Mumbai","View        registration details for HINDUSTAN KI AAWAJ (MAHHIN/2002/09999)"
"132","HINDUSTAN KI AWAZ","GUJGUJ/2013/53276","28-11-2013","Gujarati","Weekly","SATYENDRA R. MISHRA","SATYENDRA R. MISHRA","Gujarat","Ahmedabad","View        registration details for HINDUSTAN KI AWAZ (GUJGUJ/2013/53276)"
"133","HINDUSTAN KI CHARCHA","MPHIN/2022/83558","10-03-2023","Hindi","Weekly","KARUNA BAWAL","KARUNA BAWAL","Madhya Pradesh","Bhopal","View        registration details for HINDUSTAN KI CHARCHA (MPHIN/2022/83558)"
"134","HINDUSTAN KI DHADKAN","UPHIN/2004/13617","11-08-2004","Hindi","Weekly","DR.ARUN KUMAR SHUKLA","DR.ARUN KUMAR SHUKLA","Uttar Pradesh","Uttar Pradesh","View        registration details for HINDUSTAN KI DHADKAN (UPHIN/2004/13617)"
"135","HINDUSTAN KI DHADKAN","UPHIN/2005/14673","01-12-2004","Hindi","Daily","DR.ARUN KUMAR SHUKLA","DR.ARUN KUMAR SHUKLA","Uttar Pradesh","Uttar Pradesh","View        registration details for HINDUSTAN KI DHADKAN (UPHIN/2005/14673)"
"136","HINDUSTAN KI DHADKAN","UPHIN/2009/27876","26-05-2009","Hindi","Monthly","ARUN KUMAR SHUKLA","DR.ARUN KUMAR SHUKLA","Uttar Pradesh","Lucknow","View        registration details for HINDUSTAN KI DHADKAN (UPHIN/2009/27876)"
"137","HINDUSTAN KI DHAROHAR","GUJGUJ/2019/78833","22-07-2020","Gujarati","Weekly","SONALIBEN GOPALDAS MORE","SONALIBEN GOPALDAS MORE","Gujarat","Panchmahal","View        registration details for HINDUSTAN KI DHAROHAR (GUJGUJ/2019/78833)"
"138","HINDUSTAN KI DRISHTI","RAJHIN/2011/44634","09-08-2012","Hindi","Monthly","KAMAL KISHOR BHATI","KAMAL KISHOR BHATI","Rajasthan","Nagaur","View        registration details for HINDUSTAN KI DRISHTI (RAJHIN/2011/44634)"
"139","HINDUSTAN KI EKTA","GUJGUJ/2020/79654","09-03-2021","Gujarati","Daily","GULAHMED ASHRAF NOORANI","GULAHMED ASHRAF NOORANI","Gujarat","Surat","View        registration details for HINDUSTAN KI EKTA (GUJGUJ/2020/79654)"
"140","HINDUSTAN KI GUNJ","MPHIN/2021/85251","27-07-2023","Hindi","Daily","DILEEP","DILEEP","Madhya Pradesh","Gwalior","View        registration details for HINDUSTAN KI GUNJ (MPHIN/2021/85251)"
"141","HINDUSTAN KI LAHAR","GJGUJ/25/A1674","04-07-2025","Gujarati","Weekly","Prakashsinh Rathod","Prakashsinh Rathod","Gujarat","Gandhinagar","View        registration details for HINDUSTAN KI LAHAR (GJGUJ/25/A1674)"
"142","HINDUSTAN KI NAI DISHAEIN","BIHHIN/2012/48999","03-04-2013","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Bihar","Patna","View        registration details for HINDUSTAN KI NAI DISHAEIN (BIHHIN/2012/48999)"
"143","HINDUSTAN KI NAZAR","UPHIN/2013/52879","30-10-2013","Hindi","Daily","MOHD. FAIZAN","HKN MEDIA PVT. LTD.","Uttar Pradesh","Lucknow","View        registration details for HINDUSTAN KI NAZAR (UPHIN/2013/52879)"
"144","HINDUSTAN KI PUKAR","MPHIN/2010/37297","16-05-2011","Hindi","Monthly","ALMAS ULLAH KHAN","ALMAS ULLAH KHAN","Madhya Pradesh","Bhopal","View        registration details for HINDUSTAN KI PUKAR (MPHIN/2010/37297)"
"145","HINDUSTAN KI SAMASYA","UPHIN/2012/47218","28-12-2012","Hindi","Weekly","VINAY KANT JHA","KIRAN SHARMA","Uttar Pradesh","Lucknow","View        registration details for HINDUSTAN KI SAMASYA (UPHIN/2012/47218)"
"146","HINDUSTAN KI SHAAM","63685","02-03-1996","Hindi","Weekly","LAXMI GUPTA","LAXMI GUPTA","Uttar Pradesh","Sitapur","View        registration details for HINDUSTAN KI SHAAM (63685)"
"147","HINDUSTAN KI SHAN","UPHIN/2006/19703","03-05-2007","Hindi","Fortnightly","RAJESH PANDEY","RAJESH PANDEY","Uttar Pradesh","Gorakhpur","View        registration details for HINDUSTAN KI SHAN (UPHIN/2006/19703)"
"148","HINDUSTAN KI SHAN","UPHIN/2015/68077","28-07-2016","Hindi","Daily","RAJESH KUMAR PANDEY","RAJESH PANDEY","Uttar Pradesh","Gorakhpur","View        registration details for HINDUSTAN KI SHAN (UPHIN/2015/68077)"
"149","HINDUSTAN KI SOCH","UPHIN/2014/58040","30-10-2014","Hindi","Weekly","NADIR","NADIR","Uttar Pradesh","Sitapur","View        registration details for HINDUSTAN KI SOCH (UPHIN/2014/58040)"
"150","HINDUSTAN KI VEERANGNAIYEIN","MPHIN/2004/14259","10-11-2004","Hindi","Monthly","SUNIL KUMAR","SUNIL KUMAR","Madhya Pradesh","Bhopal","View        registration details for HINDUSTAN KI VEERANGNAIYEIN (MPHIN/2004/14259)"
"151","HINDUSTAN KI ZID","UPHIN/2014/62010","20-05-2015","Hindi","Weekly","HAFEEZ AHMAD","HAFEEZ AHMAD","Uttar Pradesh","Sitapur","View        registration details for HINDUSTAN KI ZID (UPHIN/2014/62010)"
"152","HINDUSTAN MAHAN","GUJGUJ/2010/52839","25-10-2013","Gujarati","Monthly","ISHAWARLAL A. SOLANKI","ISHAWARLAL A. SOLANKI","Gujarat","Jamnagar","View        registration details for HINDUSTAN MAHAN (GUJGUJ/2010/52839)"
"153","HINDUSTAN MAIL","MPENG/2000/01013","11-02-2000","English","Daily","VIJAY KUMAR DAS","VIJAY KUMAR DAS","Madhya Pradesh","Bhopal","View        registration details for HINDUSTAN MAIL (MPENG/2000/01013)"
"154","HINDUSTAN MAIL","UPURD/2014/65678","20-01-2016","Urdu","Daily","MOHSIN RANA","MOHSIN RANA","Uttar Pradesh","Saharanpur","View        registration details for HINDUSTAN MAIL (UPURD/2014/65678)"
"155","HINDUSTAN MAIL","MPHIN/25/A1072","05-06-2025","Hindi","Daily","Mahendra Dubey","Mahendra Dubey","Madhya Pradesh","Indore","View        registration details for HINDUSTAN MAIL (MPHIN/25/A1072)"
"156","HINDUSTAN MAIL","MPHIN/2015/60482","27-02-2015","Hindi","Daily","MAHENDRA DUBEY","MAHENDRA DUBEY","Madhya Pradesh","Bhopal","View        registration details for HINDUSTAN MAIL (MPHIN/2015/60482)"
"157","HINDUSTAN MANTHAN","MAHHIN/2017/74757","16-02-2018","Hindi","Weekly","MOHAMMAD AKRAM KHAN","MOHAMMAD AKRAM KHAN","Maharashtra","Thane","View        registration details for HINDUSTAN MANTHAN (MAHHIN/2017/74757)"
"158","HINDUSTAN MEDIA DIARY","MPHIN/2015/64314","14-10-2015","Hindi","Monthly","PRAMOD SHARMA","PARMOD SHARMA","Madhya Pradesh","Gwalior","View        registration details for HINDUSTAN MEDIA DIARY (MPHIN/2015/64314)"
"159","HINDUSTAN MIRROR","UPURD/2018/75466","06-06-2018","Urdu","Daily","RIYAZ RANA","AASIL RANA EDUCATIONAL AND WELFARE TRUST","Uttar Pradesh","Saharanpur","View        registration details for HINDUSTAN MIRROR (UPURD/2018/75466)"
"160","HINDUSTAN NAMAN","DELHIN/2021/89720","21-10-2024","HINDI","Quarterly","YASHPAL SINGH","YASHPAL SINGH","Delhi","New Delhi","View        registration details for HINDUSTAN NAMAN (DELHIN/2021/89720)"
"161","HINDUSTAN OBSERVER","UPHIN/2021/81426","18-04-2022","Hindi","Weekly","NOORI KHAN","NOORI KHAN","Uttar Pradesh","Lucknow","View        registration details for HINDUSTAN OBSERVER (UPHIN/2021/81426)"
"162","HINDUSTAN OPINION","DELHIN/2014/59383","01-01-2015","Hindi","Monthly","ARVIND KUMAR MISHRA","ARVIND KUMAR MISHRA","Delhi","New Delhi","View        registration details for HINDUSTAN OPINION (DELHIN/2014/59383)"
"163","HINDUSTAN OPINION","DELBIL/2016/73710","06-11-2017","English, HINDI","Daily","ARVIND KUMAR MISHRA","ARVIND KUMAR MISHRA","Delhi","New Delhi","View        registration details for HINDUSTAN OPINION (DELBIL/2016/73710)"
"164","HINDUSTAN POST","MAHBIL/2021/79978","02-07-2021","Marathi, Hindi","Weekly","Ranjit Vikram Savarkar","SWATANTRYA VEER SAVARKAR RASHTRIYA SMARAK","Maharashtra","Mumbai","View        registration details for HINDUSTAN POST (MAHBIL/2021/79978)"
"165","HINDUSTAN PRAGATI","MPHIN/2021/83802","17-04-2023","Hindi","Daily","RAHUL SHIVHARE","RAHUL SHIVHARE","Madhya Pradesh","Bhind","View        registration details for HINDUSTAN PRAGATI (MPHIN/2021/83802)"
"166","HINDUSTAN PRAHARI","MAHHIN/2012/44520","04-08-2012","Hindi","Weekly","GHANSHYAM C. TIWARI","GHANSHYAM C. TIWARI","Maharashtra","Mumbai Suburban","View        registration details for HINDUSTAN PRAHARI (MAHHIN/2012/44520)"
"167","HINDUSTAN PRATISAD","MAHMAR/1998/01938","15-12-1998","Marathi","Weekly","AJAYRAO J. PATIL","AJAYRAO J.PATIL","Maharashtra","Aurangabad","View        registration details for HINDUSTAN PRATISAD (MAHMAR/1998/01938)"
"168","HINDUSTAN PUCHTA HAI","UPHIN/2021/89103","24-09-2024","HINDI","Daily","MO SHOAIB","MO SHOAIB","Uttar Pradesh","Lucknow","View        registration details for HINDUSTAN PUCHTA HAI (UPHIN/2021/89103)"
"169","HINDUSTAN RADIANCE","UPBIL/2016/68873","04-10-2016","English, HINDI","Weekly","YAZDANI HASAN","YAZDANI HASAN","Uttar Pradesh","Lucknow","View        registration details for HINDUSTAN RADIANCE (UPBIL/2016/68873)"
"170","HINDUSTAN RAH","UTTHIN/2004/13825","05-01-2005","Hindi","Daily","BIMLESH","BIMLESH","Uttarakhand","Dehradun","View        registration details for HINDUSTAN RAH (UTTHIN/2004/13825)"
"171","HINDUSTAN RAH","59325","07-01-1994","Hindi","Fortnightly","MAKHAN BAI","MAKHAN BAI","Delhi","New Delhi","View        registration details for HINDUSTAN RAH (59325)"
"172","HINDUSTAN RAH","55771","30-03-1993","Hindi","Daily","BIMLESH","BIMLESH","Delhi","New Delhi","View        registration details for HINDUSTAN RAH (55771)"
"173","HINDUSTAN RAH","DELHIN/2006/20684","30-07-2007","Hindi","Weekly","BIMLESH","BIMLESH","Delhi","New Delhi","View        registration details for HINDUSTAN RAH (DELHIN/2006/20684)"
"174","HINDUSTAN RAH","UPHIN/2016/70186","23-01-2017","Hindi","Daily","BIMLESH","BIMLESH","Uttar Pradesh","Mainpuri","View        registration details for HINDUSTAN RAH (UPHIN/2016/70186)"
"175","HINDUSTAN RAH","UPHIN/2009/29810","26-11-2009","Hindi","Daily","BIMLESH","BIMLESH","Uttar Pradesh","Agra","View        registration details for HINDUSTAN RAH (UPHIN/2009/29810)"
"176","HINDUSTAN RAH","UPHIN/2007/23414","26-03-2008","Hindi","Daily","BIMLESH","BIMLESH","Uttar Pradesh","Ghaziabad","View        registration details for HINDUSTAN RAH (UPHIN/2007/23414)"
"177","HINDUSTAN RAJ","MPHIN/2009/31046","17-02-2010","Hindi","Weekly","KARAN MISHRA","KARAN MISHRA","Madhya Pradesh","Gwalior","View        registration details for HINDUSTAN RAJ (MPHIN/2009/31046)"
"178","HINDUSTAN READER","JKENG/25/A1090","05-06-2025","English","Weekly","MOHD YASEEN MIR","MOHD YASEEN MIR","Jammu and Kashmir","Jammu","View        registration details for HINDUSTAN READER (JKENG/25/A1090)"
"179","HINDUSTAN SAMAJ","MPHIN/2011/43637","30-06-2012","HINDI","Daily","DHARMENDRA SINGH TOMAR","DHARMENDRA SINGH TOMAR","Madhya Pradesh","","View        registration details for HINDUSTAN SAMAJ (MPHIN/2011/43637)"
"180","HINDUSTAN SAPNO KA","CHHHIN/2016/73604","20-10-2017","Hindi","Weekly","UMESH SHARMA","UMESH SHARMA","Chhattisgarh","Mahasamund","View        registration details for HINDUSTAN SAPNO KA (CHHHIN/2016/73604)"
"181","HINDUSTAN SE RUBAROO","RAJHIN/2023/88748","29-08-2024","HINDI","Daily","RAJESH KUMAR","RAJESH KUMAR","Rajasthan","Sirohi","View        registration details for HINDUSTAN SE RUBAROO (RAJHIN/2023/88748)"
"182","HINDUSTAN SMART","BIHHIN/2019/77443","29-05-2019","Hindi","Daily","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Bihar","Patna","View        registration details for HINDUSTAN SMART (BIHHIN/2019/77443)"
"183","HINDUSTAN STAMBH","UTTHIN/2022/82325","04-10-2022","Hindi","Weekly","ANAND GOSWAMI","ANAND GOSWAMI","Uttarakhand","Haridwar","View        registration details for HINDUSTAN STAMBH (UTTHIN/2022/82325)"
"184","HINDUSTAN SURKHIYAN","DELBIL/2014/64508","28-10-2015","English, HINDI","Weekly","SHAHJALAL CHOUDHURY","MAKE MY TOURS PVT. LTD.","Delhi","New Delhi","View        registration details for HINDUSTAN SURKHIYAN (DELBIL/2014/64508)"
"185","HINDUSTAN SURVEY","UPHIN/2010/33289","12-08-2010","Hindi","Weekly","VIKAS TRIPATHI","VIKAS TRIPATHI","Uttar Pradesh","Farrukhabad","View        registration details for HINDUSTAN SURVEY (UPHIN/2010/33289)"
"186","HINDUSTAN TIMES","44352","04-07-2014","English","Daily","Manhar Kapoor","HT MEDIA LTD","Bihar","Patna","View        registration details for HINDUSTAN TIMES (44352)"
"187","HINDUSTAN TIMES","MPENG/2010/37545","25-05-2011","English","Daily","SHARAD SAXENA","HT MEDIA LTD","Madhya Pradesh","Bhopal","View        registration details for HINDUSTAN TIMES (MPENG/2010/37545)"
"188","HINDUSTAN TIMES","JHAENG/2011/41588","16-04-2012","English","Daily","M.VENKATESH","HT MEDIA LTD","Jharkhand","Jharkhand","View        registration details for HINDUSTAN TIMES (JHAENG/2011/41588)"
"189","HINDUSTAN TIMES","CHAENG/2011/45688","14-07-2014","English","Daily","MANHAR KAPOOR","HT MEDIA LTD","Chandigarh","Chandigarh","View        registration details for HINDUSTAN TIMES (CHAENG/2011/45688)"
"190","HINDUSTAN TIMES","JHAENG/2004/12399","03-03-2004","English","Daily","Manhar Kapoor","HT MEDIA LTD","Jharkhand","Ranchi","View        registration details for HINDUSTAN TIMES (JHAENG/2004/12399)"
"191","HINDUSTAN TIMES","MAHENG/2017/73011","18-08-2017","ENGLISH","Daily","MANHAR KAPOOR","HT MEDIA LTD","Maharashtra","","View        registration details for HINDUSTAN TIMES (MAHENG/2017/73011)"
"192","HINDUSTAN TIMES","503","04-03-1957","English","Daily","Manhar Kapoor","HT MEDIA LTD","Delhi","New Delhi","View        registration details for HINDUSTAN TIMES (503)"
"193","HINDUSTAN TIMES","PUNENG/2017/71419","29-05-2017","English","Daily","MANHAR KAPOOR","HT MEDIA LTD.","Punjab","Jalandhar","View        registration details for HINDUSTAN TIMES (PUNENG/2017/71419)"
"194","HINDUSTAN TIMES","UPENG/25/A0318","21-05-2025","English","Daily","Manhar Kapoor","HT Media Limited","Uttar Pradesh","Varanasi","View        registration details for HINDUSTAN TIMES (UPENG/25/A0318)"
"195","HINDUSTAN TIMES","MPENG/2011/43682","02-07-2012","English","Daily","SHARAD SAXENA","HT MEDIA LTD","Madhya Pradesh","Indore","View        registration details for HINDUSTAN TIMES (MPENG/2011/43682)"
"196","HINDUSTAN TIMES","WBENG/2001/03760","16-02-2001","English","Daily","SHARAD SAXENA","HT MEDIA LTD","West Bengal","North 24 Parganas","View        registration details for HINDUSTAN TIMES (WBENG/2001/03760)"
"197","HINDUSTAN TIMES","66165","18-03-2020","English","Daily","Manhar Kapoor","HT MEDIA LTD","Uttar Pradesh","Lucknow","View        registration details for HINDUSTAN TIMES (66165)"
"198","HINDUSTAN TIMES","MAHENG/2005/15186","28-06-2005","English","Daily","Manhar Kapoor","HT MEDIA LTD","Maharashtra","Mumbai","View        registration details for HINDUSTAN TIMES (MAHENG/2005/15186)"
"199","HINDUSTAN TIMES EVENING NEWS","504","06-06-1995","English","Daily","RAKESH SHARMA","THE HINDUSTAN TIMES","Delhi","","View        registration details for HINDUSTAN TIMES EVENING NEWS (504)"
"200","HINDUSTAN TIMES KIDS PLAY","DELENG/2011/38492","05-08-2011","English","Annual","M. VENKATESH","HT MEDIA LTD","Delhi","New Delhi","View        registration details for HINDUSTAN TIMES KIDS PLAY (DELENG/2011/38492)"
"201","HINDUSTAN TIMES WEDDING BELLS","DELENG/2013/48689","18-03-2013","English","Annual","M. VENKATESH","HT MEDIA LTD","Delhi","New Delhi","View        registration details for HINDUSTAN TIMES WEDDING BELLS (DELENG/2013/48689)"
"202","HINDUSTAN TODAY","UPURD/2016/71095","06-04-2017","Urdu","Daily","MOBIN RANA","MOBIN RANA","Uttar Pradesh","Saharanpur","View        registration details for HINDUSTAN TODAY (UPURD/2016/71095)"
"203","HINDUSTAN TODAY","UPENG/2016/70964","23-03-2017","English","Monthly","MOBIN RANA","MOBIN RANA","Uttar Pradesh","Saharanpur","View        registration details for HINDUSTAN TODAY (UPENG/2016/70964)"
"204","HINDUSTAN TOP","DELHIN/2014/59591","15-01-2015","Hindi","Daily","VIJAY KUMAR","VIJAY KUMAR","Delhi","New Delhi","View        registration details for HINDUSTAN TOP (DELHIN/2014/59591)"
"205","HINDUSTAN VICHAR","MPHIN/2009/32451","31-05-2010","Hindi","Monthly","GEET DHIR","GEET DHIR","Madhya Pradesh","Bhopal","View        registration details for HINDUSTAN VICHAR (MPHIN/2009/32451)"
"206","HINDUSTAN VISION","HARBIL/2015/65975","03-02-2016","English, HINDI","Weekly","BHUMIKA","BHUMIKA","Haryana","Faridabad","View        registration details for HINDUSTAN VISION (HARBIL/2015/65975)"
"207","HINDUSTAN WITNESS","UPHIN/2022/84448","24-05-2023","Hindi","Weekly","FAISAL KHAN","FAISAL KHAN","Uttar Pradesh","Lucknow","View        registration details for HINDUSTAN WITNESS (UPHIN/2022/84448)"
"208","HINDUSTANI AWAM KI AWAZ","54427","10-06-1991","Urdu","Daily","MOHD SALIM","MOHD SALIM","Uttar Pradesh","Kanpur Nagar","View        registration details for HINDUSTANI AWAM KI AWAZ (54427)"
"209","HINDUSTANI BHASHA BHARTI","DELHIN/2017/73904","20-11-2017","Hindi","Quarterly","SUDHAKAR BABU PATHAK","HINDUSTANI BHASHA AKADAMI TRUST","Delhi","New Delhi","View        registration details for HINDUSTANI BHASHA BHARTI (DELHIN/2017/73904)"
"210","HINDUSTANI DARBAR","GUJGUJ/2001/10812","10-12-2013","Gujarati","Daily","DAVE UJJVAL YOGENDRA BHAI","DAVE UJJVAL YOGENDRA BHAI","Gujarat","Ahmedabad","View        registration details for HINDUSTANI DARBAR (GUJGUJ/2001/10812)"
"211","HINDUSTANI HERO","RAJHIN/2016/69725","14-12-2016","Hindi","Fortnightly","RAJ KUMAR","RAJ KUMAR","Rajasthan","Jodhpur","View        registration details for HINDUSTANI HERO (RAJHIN/2016/69725)"
"212","HINDUSTANI JANMAT","MAHHIN/2016/69264","10-11-2016","Hindi","Annual","KAVYA SAWANT","KAVYA SAWANT","Maharashtra","Mumbai","View        registration details for HINDUSTANI JANMAT (MAHHIN/2016/69264)"
"213","HINDUSTANI KADAM","66364","30-09-2020","Hindi","Monthly","SANDHYA RAIJADA","SANDHYA RAIJADA","Madhya Pradesh","Gwalior","View        registration details for HINDUSTANI KADAM (66364)"
"214","HINDUSTANI KALAM SE","MAHHIN/2010/35411","21-01-2011","Hindi","Monthly","ALIAHMED ANISAHMAD","ALI AHMED ANIS AHMED SIDDIQUE","Maharashtra","Mumbai Suburban","View        registration details for HINDUSTANI KALAM SE (MAHHIN/2010/35411)"
"215","HINDUSTANI KARAMCHARI","23567","01-01-1972","Hindi","Fortnightly","SUSHILA SHARMA","SUSHILA SHARMA","Rajasthan","Jaipur","View        registration details for HINDUSTANI KARAMCHARI (23567)"
"216","HINDUSTANI METRO NEWS","JKHIN/2021/82007","25-08-2022","Hindi","Monthly","VISHAL CHOPRA","VISHAL CHOPRA","Jammu and Kashmir","Jammu","View        registration details for HINDUSTANI METRO NEWS (JKHIN/2021/82007)"
"217","HINDUSTANI MISSION","UPURD/2016/68661","07-09-2016","Urdu","Daily","MOHD. WASEEM","MOHAMMAD WASEEM","Uttar Pradesh","Lucknow","View        registration details for HINDUSTANI MISSION (UPURD/2016/68661)"
"218","HINDUSTANI REPORTER","MAHHIN/2022/82123","01-09-2022","Hindi","Weekly","NAAZ MOHAMMED AHMED KHAN","NAAZ MOHAMMED AHMED KHAN","Maharashtra","Thane","View        registration details for HINDUSTANI REPORTER (MAHHIN/2022/82123)"
"219","HINDUSTANI ZABAN","MAHURD/2015/66804","05-05-2016","URDU","Quarterly","FEROZE PATCH","HINDUSTANI PRACHAR SABHA","Maharashtra","Mumbai","View        registration details for HINDUSTANI ZABAN (MAHURD/2015/66804)"
"220","HINDUSTANI ZABAN","18818","26-08-1969","Hindi","Quarterly","FEROZE PATCH","HINDUSTANI PRACHAR SABHA TRUST","Maharashtra","Mumbai","View        registration details for HINDUSTANI ZABAN (18818)"
"221","HINDUSTANI ZABAN YUVA","MAHHIN/2017/74353","02-01-2018","Hindi","Quarterly","FEROZE PATCH","HINDUSTANI PRACHAR SABHA","Maharashtra","Mumbai","View        registration details for HINDUSTANI ZABAN YUVA (MAHHIN/2017/74353)"
"222","HULCHUL HINDUSTAN KI","UPHIN/2011/38796","06-09-2011","Hindi","Weekly","KUNWAR NAUSHE MIYAN","KUNWAR NAUSHE MIYAN","Uttar Pradesh","Meerut","View        registration details for HULCHUL HINDUSTAN KI (UPHIN/2011/38796)"
"223","HUM AUR HINDUSTAN","65641","01-01-1996","Hindi","Weekly","DR. LALCHAND PRASAD JATAV","DR. LALCHAND PRASAD JATAV","Uttar Pradesh","Gorakhpur","View        registration details for HUM AUR HINDUSTAN (65641)"
"224","HUM AUR HINDUSTAN","UPHIN/2014/56938","03-09-2014","Hindi","Daily","DR. LALCHANDRA PRASAD JATAV","DR. LALCHAND PRASAD JATAV","Uttar Pradesh","Gorakhpur","View        registration details for HUM AUR HINDUSTAN (UPHIN/2014/56938)"
"225","INDEPENDENT HINDUSTAN","UPBIL/2015/62011","20-05-2015","English, HINDI","Monthly","KANHAIYA PANDIT","KANHAIYA PANDIT","Uttar Pradesh","Agra","View        registration details for INDEPENDENT HINDUSTAN (UPBIL/2015/62011)"
"226","INDEPENDENT HINDUSTAN","DELBIL/2016/68857","04-10-2016","English, HINDI","Fortnightly","KANHAIYA PANDIT","KANHAIYA PANDIT","Delhi","New Delhi","View        registration details for INDEPENDENT HINDUSTAN (DELBIL/2016/68857)"
"227","IQBAL HINDUSTANI","58807","13-12-1993","Hindi","Weekly","IQBAL HINDUSTANI","IQBAL HINDUSTANI","Madhya Pradesh","Bhopal","View        registration details for IQBAL HINDUSTANI (58807)"
"228","JADEED HINDUSTAN","BIHURD/2013/51320","05-08-2013","Urdu","Daily","NOORUS SALAM","NOORUS SALAM","Bihar","Patna","View        registration details for JADEED HINDUSTAN (BIHURD/2013/51320)"
"229","JAG UTHA HAMARA AZAD HINDUSTAN","MPHIN/2001/14172","09-11-2001","Hindi","Weekly","NAVRATNAMAL JAIN","NAVRATNAMAL JAIN","Madhya Pradesh","Madhya Pradesh","View        registration details for JAG UTHA HAMARA AZAD HINDUSTAN (MPHIN/2001/14172)"
"230","JAGO HINDUSTAN","UPHIN/2009/28889","03-09-2009","Hindi","Daily","MAZID KHAN","MAZID KHAN","Uttar Pradesh","Azamgarh","View        registration details for JAGO HINDUSTAN (UPHIN/2009/28889)"
"231","JAIN HINDUSTAN","RAJHIN/2022/88128","29-07-2024","HINDI","Fortnightly","VIRENDRA ABHANI","VIRENDRA ABHANI","Rajasthan","Bikaner","View        registration details for JAIN HINDUSTAN (RAJHIN/2022/88128)"
