"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"112","AADHAR STAMBH","MAHMAR/2022/82816","14-11-2022","Marathi","Daily","SANDIP SAMADHAN GAWANDE","SANDIP SAMADHAN GAWANDE","Maharashtra","Buldhana","View        registration details for AADHAR STAMBH (MAHMAR/2022/82816)"
"113","AADHARBHOOT SIDDHANT","MPHIN/2023/87594","24-06-2024","HINDI","Monthly","ANIRUDDH SINGH","ANIRUDDH SINGH","Madhya Pradesh","","View        registration details for AADHARBHOOT SIDDHANT (MPHIN/2023/87594)"
"114","AADHARBHOOT SIDDHANT","MPHIN/25/A4563","02-12-2025","Hindi","Quarterly","aniruddh singh","aniruddh singh","Madhya Pradesh","Bhopal","View        registration details for AADHARBHOOT SIDDHANT (MPHIN/25/A4563)"
"115","AADHARSHA RATHNA","APTEL/2002/08514","16-10-2002","Telugu","Daily","PATI VENKATANARASIMHA RAO","PATI VENKATANARASIMHA RAO","Andhra Pradesh","Chittoor","View        registration details for AADHARSHA RATHNA (APTEL/2002/08514)"
"116","AADHARSHILA SAHITYAM","CHAHIN/2021/85338","31-08-2023","Hindi","Quarterly","ANEETA SURBHI","ANEETA SURBHI","Chandigarh","Chandigarh","View        registration details for AADHARSHILA SAHITYAM (CHAHIN/2021/85338)"
"117","AADHARSHILA TIMES","UPHIN/2014/59379","01-01-2015","Hindi","Daily","JAIPRAKASH YADAV","JAIPRAKASH YADAV","Uttar Pradesh","Basti","View        registration details for AADHARSHILA TIMES (UPHIN/2014/59379)"
"118","AADHAVAN PAARVAI","TNTAM/2015/66329","03-03-2016","Tamil","Weekly","K. SATHIYA","K.SATHIYA","Tamil Nadu","Chennai","View        registration details for AADHAVAN PAARVAI (TNTAM/2015/66329)"
"119","AADHI DUNIA","CHHHIN/2013/54861","05-03-2014","Hindi","Weekly","SUNITA SAH","SUNITA SAH","Chhattisgarh","Raipur","View        registration details for AADHI DUNIA (CHHHIN/2013/54861)"
"120","AADHI RAAT","38721","02-08-1981","English","Monthly","KALICHARAN SHARMA","KALICHARAN SHARMA","Uttar Pradesh","Agra","View        registration details for AADHI RAAT (38721)"
"121","Aadhunik Aadan Pradan","UAHIN/25/A2652","18-09-2025","Hindi","Weekly","Munish Sharma","Munish Sharma","Uttarakhand","Haridwar","View        registration details for Aadhunik Aadan Pradan (UAHIN/25/A2652)"
"122","AADHUNIK INDIA","DELHIN/2010/30630","27-01-2010","Hindi","Fortnightly","DINESH KUMAR CHAUHAN","DINESH KUMAR CHAUHAN","Delhi","New Delhi","View        registration details for AADHUNIK INDIA (DELHIN/2010/30630)"
"123","AADHUNIK JAGAT","MPHIN/2011/42496","23-05-2012","Hindi","Monthly","ARVIND JAIN","ARVIND JAIN","Madhya Pradesh","Bhopal","View        registration details for AADHUNIK JAGAT (MPHIN/2011/42496)"
"124","AADHUNIK JEEWAN LEELA","51436","19-12-1989","Hindi","Fortnightly","LAXMI STREET SHIVPURI DIST  LUDHIANA, PUNJAB","PAUL N MODGIL","Punjab","Ludhiana","View        registration details for AADHUNIK JEEWAN LEELA (51436)"
"125","AADHUNIK KESARI","MHMAR/26/A1462","26-02-2026","Marathi","Daily","Prabhu Venkatrao Gore","Prabhu Venkatrao Gore","Maharashtra","Nanded","View        registration details for AADHUNIK KESARI (MHMAR/26/A1462)"
"126","AADHUNIK KESARI","MAHMAR/2021/82566","21-10-2022","Marathi","Daily","PRABHU VENKATRAO GORE","PRABHU VENKATRAO GORE","Maharashtra","Aurangabad","View        registration details for AADHUNIK KESARI (MAHMAR/2021/82566)"
"127","AADHUNIK LOKTANTRA","RAJHIN/2020/82141","02-09-2022","Hindi","Fortnightly","SANJAY KUMAR","SANJAY KUMAR","Rajasthan","Ajmer","View        registration details for AADHUNIK LOKTANTRA (RAJHIN/2020/82141)"
"128","aadhunik manak","UAHIN/25/A2973","30-09-2025","Hindi","Weekly","PANKAJ","PANKAJ","Uttarakhand","Dehradun","View        registration details for aadhunik manak (UAHIN/25/A2973)"
"129","AADHUNIK MEDIA","MPHIN/2021/82655","02-11-2022","Hindi","Daily","HARIOM TYAGI","HARIOM TYAGI","Madhya Pradesh","Gwalior","View        registration details for AADHUNIK MEDIA (MPHIN/2021/82655)"
"130","AADHUNIK MEDIA","MPHIN/2020/80170","06-08-2021","Hindi","Weekly","HARIOM TYAGI","HARIOM TYAGI","Madhya Pradesh","Gwalior","View        registration details for AADHUNIK MEDIA (MPHIN/2020/80170)"
"131","AADHUNIK PRADESH","UAHIN/25/A5455","30-12-2025","Hindi","Fortnightly","SUNDAR SINGH","SUNDAR SINGH","Uttarakhand","Dehradun","View        registration details for AADHUNIK PRADESH (UAHIN/25/A5455)"
"132","AADHUNIK SANSAR","MPHIN/2013/50112","31-05-2013","Hindi","Monthly","RAKESH KUMAR","RAKESH KUMAR","Madhya Pradesh","Gwalior","View        registration details for AADHUNIK SANSAR (MPHIN/2013/50112)"
"133","AADHYAATMIK DARSHAN","MPHIN/2023/89118","24-09-2024","HINDI","Quarterly","SANTOSH SAHU","SANTOSH SAHU","Madhya Pradesh","Gwalior","View        registration details for AADHYAATMIK DARSHAN (MPHIN/2023/89118)"
"134","AADHYATM SHAKTI","CHHHIN/2019/79345","21-01-2021","Hindi","Monthly","SHAILENDRA BANJARE","SHAILENDRA BANJARE","Chhattisgarh","Raipur","View        registration details for AADHYATM SHAKTI (CHHHIN/2019/79345)"
"135","AADHYATMA SAMPRADAYA","KARKAN/2016/69500","01-12-2016","Kannada","Monthly","RAJU V.D.","SHREE ADHYATMA TRUST COMMITEE BHANDIWAD","Karnataka","Karnataka","View        registration details for AADHYATMA SAMPRADAYA (KARKAN/2016/69500)"
"136","AADHYATMIKA NEWS MUSSORIE","UAHIN/25/A3165","13-10-2025","Hindi","Monthly","sunita","sunita","Uttarakhand","Dehradun","View        registration details for AADHYATMIKA NEWS MUSSORIE (UAHIN/25/A3165)"
"137","AADI BHARAT","TELBIL/2016/74130","11-12-2017","English, HINDI","Weekly","BHUPAL VALMIKI","BHUPAL VALMIKI","Telangana","Hyderabad","View        registration details for AADI BHARAT (TELBIL/2016/74130)"
"138","AADI PARASAKTHI-MAHAKALI","APTEL/2000/07110","23-09-2000","Telugu","Monthly","M.K.GNANI","M.K.GNANI","Andhra Pradesh","Prakasam","View        registration details for AADI PARASAKTHI-MAHAKALI (APTEL/2000/07110)"
"139","AADI SHAKTI","MAHMAR/2010/35441","25-01-2011","Marathi","Weekly","POORNIMA SUDHIR KABRE","POORNIMA SUDHIR KABRE","Maharashtra","Thane","View        registration details for AADI SHAKTI (MAHMAR/2010/35441)"
"140","AADI SWARAJYA","MAHMAR/2023/84522","26-05-2023","Marathi","Weekly","DATTARAM RAMCHANDRA BIRARI","DATTARAM RAMCHANDRA BIRARI","Maharashtra","Mumbai","View        registration details for AADI SWARAJYA (MAHMAR/2023/84522)"
"141","AADI UDBHAV","UTTHIN/2016/69362","16-11-2016","Hindi","Daily","ANITA JOSHI","ANITA JOSHI","Uttarakhand","Dehradun","View        registration details for AADI UDBHAV (UTTHIN/2016/69362)"
"142","AADIKAAL","UPHIN/2010/33104","30-07-2010","Hindi","Weekly","SUSHEELA SHUKLA","SUSHEELA SHUKLA","Uttar Pradesh","Rae Bareli","View        registration details for AADIKAAL (UPHIN/2010/33104)"
"143","AADIKAAL","UPHIN/2011/47700","24-01-2013","Hindi","Weekly","SUSHEELA SHUKLA","SUSHEELA SHUKLA","Uttar Pradesh","Rae Bareli","View        registration details for AADIKAAL (UPHIN/2011/47700)"
"144","AADIKAAL","UPHIN/2013/48791","21-03-2013","Hindi","Daily","SUSHEELA SHUKLA","SUSHEELA SHUKLA","Uttar Pradesh","Lucknow","View        registration details for AADIKAAL (UPHIN/2013/48791)"
"145","AADIKAAL","DLHIN/25/A5358","30-12-2025","Hindi","Daily","SUSHILA SHUKLA","SUSHILA SHUKLA","Delhi","New Delhi","View        registration details for AADIKAAL (DLHIN/25/A5358)"
"146","AADIKAAL","UPHIN/2012/45526","04-10-2012","Hindi","Weekly","SUSHEELA SHUKLA","SUSHEELA SHUKLA","Uttar Pradesh","Lucknow","View        registration details for AADIKAAL (UPHIN/2012/45526)"
"147","AADIKAAL","UPHIN/2011/39140","05-10-2011","Hindi","Daily","SUSHEELA SHUKLA","SUSHEELA SHUKLA","Uttar Pradesh","Rae Bareli","View        registration details for AADIKAAL (UPHIN/2011/39140)"
"148","AADIM JANSANGRAM","MAHMAR/2015/66090","09-02-2016","Marathi","Weekly","RAMESH SAMBHAJI PARCHAKE","RAMESH SAMBHAJI PARCHAKE","Maharashtra","Thane","View        registration details for AADIM JANSANGRAM (MAHMAR/2015/66090)"
"149","AADINAGALU","KARKAN/2017/73966","23-11-2017","Kannada","Monthly","V.K. BHANU PRAKASH","V.K. BHANU PRAKASH","Karnataka","Bengaluru","View        registration details for AADINAGALU (KARKAN/2017/73966)"
"150","Aadinath Media","RJHIN/25/A5439","31-12-2025","Hindi","Fortnightly","Manoj Kumar Jain","Manoj Kumar Jain","Rajasthan","Jaipur","View        registration details for Aadinath Media (RJHIN/25/A5439)"
"151","AADINATH NEWS","GUJGUJ/2011/39882","07-12-2011","Gujarati","Weekly","MEHTA PRAVINKUMAR DAHYALAL","MEHTA PRAVINKUMAR DAHYALAL","Gujarat","Gujarat","View        registration details for AADINATH NEWS (GUJGUJ/2011/39882)"
"152","Aadishesh Wrutta","MPHIN/26/A0857","30-01-2026","Hindi","Weekly","Sagar Gaikwad","Sagar Gaikwad","Madhya Pradesh","Indore","View        registration details for Aadishesh Wrutta (MPHIN/26/A0857)"
"153","AADITYA ALOK","MPHIN/2011/52486","08-10-2013","Hindi","Weekly","MAMTA KAILASH","MAMTA KAILASH","Madhya Pradesh","Bhopal","View        registration details for AADITYA ALOK (MPHIN/2011/52486)"
"154","AADITYA TIMES","UPHIN/2003/11475","19-05-2003","Hindi","Weekly","ADITYA NARAYAN TRIPATHI","ADITYA NARAYAN TRIPATHI","Uttar Pradesh","Uttar Pradesh","View        registration details for AADITYA TIMES (UPHIN/2003/11475)"
"155","AADITYA TIMES","UPHIN/2013/50077","30-05-2013","Hindi","Daily","ADITYA NARAYAN TRIPATHI","ADITYA NARAYAN TRIPATHI","Uttar Pradesh","Ambedkar Nagar","View        registration details for AADITYA TIMES (UPHIN/2013/50077)"
"156","AADIVAASI GONTUKA","APTEL/2012/45762","12-10-2012","Telugu","Quarterly","VATTAM UPENDER","VATTAM UPENDER","Andhra Pradesh","Warangal","View        registration details for AADIVAASI GONTUKA (APTEL/2012/45762)"
"157","AADIVASI VRUTTADARSHAN","MAHMAR/2000/05556","23-03-2000","Marathi","Weekly","ARJUNSING DIWANSING VASAVE","AJIT D.VASAVE","Maharashtra","Nandurbar","View        registration details for AADIVASI VRUTTADARSHAN (MAHMAR/2000/05556)"
"158","AADIWARTA","MPHIN/2007/21772","05-11-2007","Hindi","Bimonthly (Once in two months)","SMT. LAXMIKANTA","LAXMIKANTA","Madhya Pradesh","Bhopal","View        registration details for AADIWARTA (MPHIN/2007/21772)"
"159","AADIWASI DAHAD","MAHBIL/2021/80675","15-11-2021","Marathi, Hindi","Weekly","ARJUN SUKHADEV YUVANATE","ARJUN SUKHADEV YUVANATE","Maharashtra","Amravati","View        registration details for AADIWASI DAHAD (MAHBIL/2021/80675)"
"160","AADLI KUSHLI","UTTKUM/2017/78922","04-09-2020","English","Monthly","SARASWATI DEVI","SARASWATI DEVI","Uttarakhand","Pithoragarh","View        registration details for AADLI KUSHLI (UTTKUM/2017/78922)"
"161","AADRSH KISAN","RAJHIN/2016/76799","25-01-2019","Hindi","Fortnightly","PARAS GARG","PARAS GARG","Rajasthan","Hanumangarh","View        registration details for AADRSH KISAN (RAJHIN/2016/76799)"
"162","AADUKALAM SPORTSTAR","TNTAM/26/A1864","23-03-2026","Tamil","Monthly","MICHAEL MEDONA S","AADUKALAM SPORTS PRIVATE LIMITED","Tamil Nadu","Thiruvallur","View        registration details for AADUKALAM SPORTSTAR (TNTAM/26/A1864)"
"163","AADYAA","ODIODI/2002/10767","22-11-2002","Oriya","Fortnightly","SANJAY KR. MOHAPATRA","SANJAY KR. MOHAPATRA","Odisha","Odisha","View        registration details for AADYAA (ODIODI/2002/10767)"
"164","AAFAT","28301","15-10-1974","Hindi","Weekly","MOHAN PRASAD","MOHAN PRASAD","Bihar","Bhagalpur","View        registration details for AAFAT (28301)"
"165","AAFAT AUR RAHAT","UPHIN/2013/52909","31-10-2013","Hindi","Weekly","NALINI SINGH","NALINI SINGH","Uttar Pradesh","Lucknow","View        registration details for AAFAT AUR RAHAT (UPHIN/2013/52909)"
"166","AAFTABE KUDRAT","MPHIN/2021/82994","28-11-2022","Hindi","Quarterly","RESHMA","RESHMA","Madhya Pradesh","Bhopal","View        registration details for AAFTABE KUDRAT (MPHIN/2021/82994)"
"167","AAG","UPURD/2010/35354","19-01-2011","Urdu","Daily","FAHEEM WIQAR","TRUE MEDIA INDIAN COMMUNICATION LTD.","Uttar Pradesh","Faizabad","View        registration details for AAG (UPURD/2010/35354)"
"168","AAG","40679","08-11-2014","Hindi","Monthly","SUJATA GUPTA","SUJATA GUPTA","Delhi","New Delhi","View        registration details for AAG (40679)"
"169","AAG","MAHURD/2014/58673","28-11-2014","Urdu","Daily","AEJAZ NASIR MIRZA","TRUE MEDIA INDIAN COMMUNICATION LTD.","Maharashtra","Mumbai","View        registration details for AAG (MAHURD/2014/58673)"
"170","AAG","9575","02-11-1961","Urdu","Daily","FAHEEM WIQAR","TRUE MEDIA INDIAN COMMUNICATION LTD.","Uttar Pradesh","Lucknow","View        registration details for AAG (9575)"
"171","AAG","UPURD/2010/34813","15-12-2010","Urdu","Daily","FAHEEM WIQAR","TRUE MEDIA INDIAN COMMUNICATION LTD.","Uttar Pradesh","Kanpur Nagar","View        registration details for AAG (UPURD/2010/34813)"
"172","AAG","UPURD/2010/35463","27-01-2011","Urdu","Daily","MOHD. HYDER MEHDI ALI","TRUE MEDIA INDIAN COMMUNICATION LTD.","Maharashtra","Ahilyanagar","View        registration details for AAG (UPURD/2010/35463)"
"173","AAG","UPURD/2010/34811","15-12-2010","Urdu","Daily","FAHEEM WIQAR","TRUE MEDIA INDIAN COMMUNICATION LTD.","Uttar Pradesh","Azamgarh","View        registration details for AAG (UPURD/2010/34811)"
"174","AAG","DELURD/2015/60426","24-02-2015","Urdu","Daily","PRABHAT DEWAN","TRUE MEDIA INDIAN COMMUNICATION LTD.","Delhi","New Delhi","View        registration details for AAG (DELURD/2015/60426)"
"175","AAG AUR JAWALA","22286","03-07-1971","Hindi","Weekly","PUSHAPRAJ SHARMA","JYOTI NEWSPAPERS AGENCY","Madhya Pradesh","Ujjain","View        registration details for AAG AUR JAWALA (22286)"
"176","AAG AUR SHOLEY","UPURD/2009/27386","27-03-2009","Urdu","Daily","AFROZ MUJTABA","AFROZ MUJTABA","Uttar Pradesh","Lucknow","View        registration details for AAG AUR SHOLEY (UPURD/2009/27386)"
"177","AAG KA GOLA","MPHIN/2022/82455","18-10-2022","Hindi","Monthly","MAMTA RAY","MAMTA RAY","Madhya Pradesh","Bhopal","View        registration details for AAG KA GOLA (MPHIN/2022/82455)"
"178","AAGAAZ TIMES","UPHIN/2009/28569","30-07-2009","Hindi","Weekly","FALAK KHAN","FALAK KHAN","Uttar Pradesh","Lucknow","View        registration details for AAGAAZ TIMES (UPHIN/2009/28569)"
"179","AAGAAZ-E-MALVA","MPHIN/2022/86085","11-01-2024","Hindi","Weekly","SANJAY SISODIYA","SANJAY SISODIYA","Madhya Pradesh","Bhopal","View        registration details for AAGAAZ-E-MALVA (MPHIN/2022/86085)"
"180","AAGAAZ-E-MALVA","MPHIN/2009/39427","01-11-2011","Hindi","Weekly","SANJAY SISODIYA","SANJAY SISODIYA","Madhya Pradesh","Dhar","View        registration details for AAGAAZ-E-MALVA (MPHIN/2009/39427)"
"181","AAGAJ A KRANTI","MPHIN/2011/45844","17-10-2012","Hindi","Fortnightly","KAPIL SHARMA","KAPIL SHARMA","Madhya Pradesh","Gwalior","View        registration details for AAGAJ A KRANTI (MPHIN/2011/45844)"
"182","AAGAJ E KALAM","MPHIN/2013/50120","31-05-2013","Hindi","Weekly","CHANDRAKANT TRIPATHI","CHANDRAKANT TRIPATHI","Madhya Pradesh","Gwalior","View        registration details for AAGAJ E KALAM (MPHIN/2013/50120)"
"183","AAGAJ KI AAWAJ","RAJHIN/2013/54948","13-03-2014","Hindi","Fortnightly","OM PRAKASH NAJWANI","OM PRAKASH NAJWANI","Rajasthan","Ajmer","View        registration details for AAGAJ KI AAWAJ (RAJHIN/2013/54948)"
"184","AAGAM PATH","25644","27-10-1973","Hindi","Monthly","VINOD KUMAR JAIN","VINOD KUMAR JAIN","Delhi","New Delhi","View        registration details for AAGAM PATH (25644)"
"185","AAGAMANAM","KERMAL/2015/70057","13-01-2017","Malayalam","Daily","AMJAD S.","AMJAD S.","Kerala","Kollam","View        registration details for AAGAMANAM (KERMAL/2015/70057)"
"186","AAGAMEE PROPAGANDA","CHHHIN/2012/43839","06-07-2012","Hindi","Daily","S.M. RAFI","S.M. RAFI","Chhattisgarh","Raipur","View        registration details for AAGAMEE PROPAGANDA (CHHHIN/2012/43839)"
"187","AAGAMEE PROPAGANDA","MPHIN/2011/38042","24-06-2011","Hindi","Daily","S.M. RAFI","S.M. RAFI","Madhya Pradesh","Bhopal","View        registration details for AAGAMEE PROPAGANDA (MPHIN/2011/38042)"
"188","AAGAMI KALI","ODIODI/2012/46520","20-11-2012","Oriya","Daily","SMT. BAIJAYANTI MALA DAS","BAIJAYANTI MALA DAS","Odisha","Khordha","View        registration details for AAGAMI KALI (ODIODI/2012/46520)"
"189","AAGAR KE MANJHDHAR","CHHHIN/2013/55293","11-04-2014","Hindi","Fortnightly","RAKESH SHUKLA","RAKESH SHUKLA","Chhattisgarh","Mungeli","View        registration details for AAGAR KE MANJHDHAR (CHHHIN/2013/55293)"
"190","AAGAR MALWA KI DHAR","MPHIN/2021/82867","17-11-2022","Hindi","Quarterly","KARISHMA MAHAWAR","KARISHMA MAHAWAR","Madhya Pradesh","Bhopal","View        registration details for AAGAR MALWA KI DHAR (MPHIN/2021/82867)"
"191","AAGAR SAGAR","MAHMAR/2021/81274","23-03-2022","Marathi","Quarterly","HITESH PANDURANG MADHAVI","HITESH PANDURANG MADHAVI","Maharashtra","Mumbai Suburban","View        registration details for AAGAR SAGAR (MAHMAR/2021/81274)"
"192","AAGARI RANG","MAHMAR/2011/71295","18-04-2017","Marathi","Weekly","DUSHANT HARESHWAR BHOIR","DUSHANT HARESHWAR BHOIR","Maharashtra","Thane","View        registration details for AAGARI RANG (MAHMAR/2011/71295)"
"193","AAGAVI PAHCHAN","GUJGUJ/2013/51930","10-09-2013","Gujarati","Monthly","KIRTIBEN VINODCHANDRA JAYSWAL","KIRTIBEN VINODCHANDRA JAYSWAL","Gujarat","Kheda","View        registration details for AAGAVI PAHCHAN (GUJGUJ/2013/51930)"
"194","AAGAZ","UPHIN/2006/20053","06-06-2007","Hindi","Weekly","ALOK DWIVEDI","ALOK DWIVEDI","Uttar Pradesh","Lucknow","View        registration details for AAGAZ (UPHIN/2006/20053)"
"195","AAGAZ AUR ANJAM","43119","29-08-1984","Urdu","Daily","MOAZZAM HAIDARI","MOAZZAM HAIDARI","Bihar","Patna","View        registration details for AAGAZ AUR ANJAM (43119)"
"196","AAGAZ E WATAN","UPURD/2015/64684","07-11-2015","Urdu","Daily","MOHD. ANWARUL HAQ","MOHD. ANWARUL HAQ","Uttar Pradesh","Lucknow","View        registration details for AAGAZ E WATAN (UPURD/2015/64684)"
"197","AAGAZ INDIA","MPHIN/2012/43832","05-07-2012","Hindi","Weekly","NITIN DIWEDI","NITIN DIWEDI","Madhya Pradesh","Indore","View        registration details for AAGAZ INDIA (MPHIN/2012/43832)"
"198","AAGAZ TIMES","MAHMAR/2016/66838","03-05-2016","Marathi","Weekly","AASHA SUNIL PATIL","AASHA SUNIL PATIL","Maharashtra","Jalgaon","View        registration details for AAGAZ TIMES (MAHMAR/2016/66838)"
"199","AAGE BADNA HAI","MPHIN/2006/26671","26-12-2008","Hindi","Monthly","MANOJ SAXSENA","MANOJ SAXSENA","Madhya Pradesh","Bhopal","View        registration details for AAGE BADNA HAI (MPHIN/2006/26671)"
"200","AAGE BADNA HAI","MPHIN/2021/82519","20-10-2022","Hindi","Weekly","MANOJ SAXSENA","MANOJ SAXSENA","Madhya Pradesh","Bhopal","View        registration details for AAGE BADNA HAI (MPHIN/2021/82519)"
"201","AAGE KADAM","10030","20-10-1964","Urdu","Weekly","CHAMAN LAL KAPUR","NA","Punjab","Jalandhar","View        registration details for AAGE KADAM (10030)"
"202","AAGE KI SOCH","GJGUJ/25/A4624","03-12-2025","Gujarati","Weekly","patel tejalben chetankumar","patel tejalben chetankumar","Gujarat","Mahesana","View        registration details for AAGE KI SOCH  (GJGUJ/25/A4624)"
"203","AAGNEYAM","KARMAL/2006/17985","22-11-2006","Malayalam","Monthly","ANUMOL K.M.","ANUMOL K.M.","Karnataka","Bengaluru","View        registration details for AAGNEYAM (KARMAL/2006/17985)"
"204","AAGOSH E KHABAR","MPHIN/2012/47072","17-12-2012","Hindi","Weekly","Saba Khan","saba khan","Madhya Pradesh","Bhopal","View        registration details for AAGOSH E KHABAR (MPHIN/2012/47072)"
"205","AAGVU GUJARAT","GUJGUJ/2012/46769","03-12-2012","Gujarati","Daily","ASHOK KUMAR KANTILAL JAMBUKIYA","ASHOK KUMAR KANTILAL JAMBUKIYA","Gujarat","Ahmedabad","View        registration details for AAGVU GUJARAT (GUJGUJ/2012/46769)"
"206","AAHAR WAYS","UPBIL/2007/19998","05-06-2007","BILINGUAL","Monthly","SACHIN BHUTANI","SACHIN BHUTANI","Uttar Pradesh","Ghaziabad","View        registration details for AAHAR WAYS (UPBIL/2007/19998)"
"207","AAI SAHEB","MAHMAR/2005/15252","23-06-2005","Marathi","Weekly","SAMSHER MAHEMOOD PATHAN","SAMSHER MAHEMOOD PATHAN","Maharashtra","Aurangabad","View        registration details for AAI SAHEB (MAHMAR/2005/15252)"
"208","AAIN ADHIKAR","ODIODI/2017/73824","14-11-2017","Oriya","Monthly","B.B. CHAMPATIRAY","B.B.CHAMPATIRAY","Odisha","Odisha","View        registration details for AAIN ADHIKAR (ODIODI/2017/73824)"
"209","AAINA","68674","25-02-1983","Oriya","Monthly","KHETRABASI SAHOO","KHETRABASI SAHOO","Odisha","Cuttack","View        registration details for AAINA (68674)"
"210","AAINA BASTI KA","UPHIN/2009/31216","26-02-2010","Hindi","Weekly","RAJPRAKASH","RAJPRAKASH","Uttar Pradesh","Basti","View        registration details for AAINA BASTI KA (UPHIN/2009/31216)"
"211","AAINA E AWADH","UPURD/2015/63729","10-08-2015","Urdu","Daily","JAGDISH KUMAR MAURYA","JAGDISH KUMAR MAURYA","Uttar Pradesh","Lucknow","View        registration details for AAINA E AWADH (UPURD/2015/63729)"
